"Index","Quantity","Part Number","Manufacturer Part Number","Description","Customer Reference","Available","Backorder","Unit Price","Extended Price USD"
"1","3","A106052CT-ND","CRG0805F100K","RES SMD 100K OHM 1% 1/8W 0805","","3","0","0.10000","0.30"
"2","1","AT28C64B-15SU-TCT-ND","AT28C64B-15SU-T","IC EEPROM 64KBIT PARALLEL 28SOIC","","1","0","5.08000","5.08"
"3","1","563-1323-ND","CL-SB-12C-02","SWITCH SLIDE SPDT 200MA 12V","","1","0","1.23000","1.23"
